,Smiles,pred_new
15691,*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5cc(Oc6ccccc6C)c(-c6cc7c(cc6Oc6ccccc6C)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,352.03308
15703,*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5cc(Br)c6c7c(cc(Br)c(c57)C4=O)C(=O)N(*)C6=O)cc3)cc2)cc1,375.327
15706,*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5cccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c5C4=O)cc3)cc2)cc1,351.01688
15909,*c1ccc(Cl)c(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(*)C4=O)c1,379.4008
15910,*c1ccc(Cl)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,359.24026
15911,*c1ccc(Cl)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,377.3655
15914,*c1ccc(Cl)c(N2C(=O)c3cc(Cl)c4c5c(Cl)cc6c7c(cc(Cl)c(c8c(Cl)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,389.28348
15923,*c1ccc(Cl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,399.57962
15924,*c1ccc(Cl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,395.10165
15929,*c1ccc(Cl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,396.89413
15930,*c1ccc(Cl)c(N(C(=O)c2ccccc2C(=O)O)C(=O)c2ccccc2C(=O)N(*)C(=O)c2ccccc2C(=O)O)c1,363.6107
15931,*c1ccc(Cl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,389.9443
15939,*c1ccc(Cl)c(N2C(=O)c3ccc4c5c(N(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(N(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,354.82382
15943,*c1ccc(Cl)c(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,386.86948
15945,*c1ccc(Cl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,397.308
15947,*c1ccc(Cl)c(N2C(=O)c3cc(Br)c4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,391.27704
15949,*c1ccc(Cl)c(N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)c1,381.9388
15952,*c1ccc(Cl)c(N2C(=O)c3ccc(N=Nc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,377.01865
15969,*c1ccc(Cl)c(N2C(=O)c3ccc4c5ccc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,403.05997
15970,*c1ccc(Cl)c(N2C(=O)c3cc4c(cc3C2=O)C(C)(C)CC2(CC(C)(C)c3cc5c(cc3O2)C(=O)N(*)C5=O)O4)c1,350.33963
15972,*c1ccc(Cl)c(N2C(=O)c3cc4c(cc3C2=O)C2(C)c3ccccc3C4(C)c3cc4c(cc32)C(=O)N(*)C4=O)c1,365.6578
15979,*c1ccc(Cl)c(N2C(=O)c3ccc4c5c(-n6c7ccccc7c7ccccc76)cc6c7c(ccc(c8c(-n9c%10ccccc%10c%10ccccc%109)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,369.08447
15983,*c1ccc(Cl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,393.46176
15988,*c1ccc(Cl)c(N2C(=O)c3ccc4c5c(N(C)C)cc6c7c(ccc(c8c(N(C)C)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,382.2725
15991,*c1ccc(Cl)c(N2C(=O)c3ccc4c5c(C#CC(c6ccccc6)(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,361.56546
15997,*c1ccc(Cl)c(N2C(=O)c3cc(C#CC(c4ccccc4)(c4ccccc4)c4ccccc4)c4c5ccc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,361.60046
15999,*c1ccc(Cl)c(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)N(*)C4=O)c1,377.0554
16002,*c1ccc(Cl)c(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,386.8883
16003,*c1ccc(Cl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,397.52512
16020,*c1ccc(Cl)c(N2C(=O)c3ccc4c5c(-c6ccc([N+](=O)[O-])cc6)cc6c7c(ccc(c8c(-c9ccc([N+](=O)[O-])cc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,374.2579
16021,*c1ccc(Cl)c(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,416.41605
16024,*c1ccc(Cl)c(N(C(=O)C=CC(=O)O)C(=O)c2cc(C(=O)N(*)C(=O)C=CC(=O)O)c(C(=O)O)cc2C(=O)O)c1,377.7518
16028,*c1ccc(Cl)c(N2C(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,363.01498
16042,*c1ccc(Cl)c(N2C(=O)c3c(Br)c(Br)c4c5c(Br)c(Br)c6c7c(c(Br)c(Br)c(c8c(Br)c(Br)c(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,392.5763
16052,*c1ccc(Cl)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,383.008
16053,*c1ccc(Cl)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,368.05557
16057,*c1ccc(Cl)c(N2C(=O)c3cccc(-c4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)c1,379.204
16068,*c1ccc(Cl)c(N2C(=O)c3ccc4c5c(Br)cc6c7c(ccc(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,385.7924
16070,*c1ccc(Cl)c(N2C(=O)c3cccc(-c4cccc5c4C(=O)N(*)C5=O)c3C2=O)c1,379.87662
16075,*c1ccc(Cl)c(N2C(=O)c3ccc4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c1,397.46677
16078,*c1ccc(Cl)c(N2C(=O)c3ccc([13C](=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,359.24026
16085,*c1ccc(Cl)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,352.33508
16091,*c1ccc(Cl)c(N2C(=O)c3cc(Br)c4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c1,396.93106
16094,*c1ccc(Cl)c(N2C(=O)c3cccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)c1,364.1431
16117,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(Cl)c2)cc1Cl,360.70908
16118,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(Cl)c2)cc1Cl,355.65244
16123,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccco4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(Cl)c2)cc1Cl,360.683
16139,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(C)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(Cl)c2)cc1Cl,352.57605
16143,*c1ccc(Cc2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)c(Cl)c2)cc1Cl,350.00858
16177,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(Cl)c2)cc1Cl,355.66202
16193,*c1ccc(Cc2ccc(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccccc4C5(C(C)C)c4cc5c(cc43)C(=O)N(*)C5=O)c(Cl)c2)cc1Cl,353.69672
16197,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c(Cl)c2)cc1Cl,360.64938
16311,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],359.68637
16312,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4ccccc4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],354.24207
16317,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4ccco4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],359.68234
16333,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(C)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],351.75372
16371,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C(C)=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],354.25967
16387,*c1ccc(Cc2ccc(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccccc4C5(C(C)C)c4cc5c(cc43)C(=O)N(*)C5=O)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],353.6928
16391,*c1ccc(Cc2ccc(N3C(=O)[C@H]4[C@@H](C3=O)C3(NC(=O)c5ccccc5)C=CC4(c4cccs4)[C@@H]4C(=O)N(*)C(=O)[C@@H]43)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],359.6921
17087,*c1c(C)cc(C(C)(C)C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,357.3125
17088,*c1c(C)cc(C(C)(C)C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,352.34204
17093,*c1c(C)cc(C(C)(C)C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,354.3688
17109,*c1c(C)cc(C(C)(C)C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,353.40927
17113,*c1c(C)cc(C(C)(C)C)c(N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)c1C,355.98373
17116,*c1c(C)cc(C(C)(C)C)c(N2C(=O)c3ccc(N=Nc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,351.0535
17133,*c1c(C)cc(C(C)(C)C)c(N2C(=O)c3ccc4c5ccc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,363.34647
17134,*c1c(C)cc(C(C)(C)C)c(N2C(=O)c3cc4c(cc3C2=O)C(C)(C)CC2(CC(C)(C)c3cc5c(cc3O2)C(=O)N(*)C5=O)O4)c1C,359.2438
17147,*c1c(C)cc(C(C)(C)C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,350.10464
17167,*c1c(C)cc(C(C)(C)C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,354.6668
17185,*c1c(C)cc(C(C)(C)C)c(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,370.91788
17216,*c1c(C)cc(C(C)(C)C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,357.20102
17221,*c1c(C)cc(C(C)(C)C)c(N2C(=O)c3cccc(-c4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)c1C,350.3074
17267,*c1ccc(CCl)c(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(*)C4=O)c1,362.3855
17269,*c1ccc(CCl)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,360.1841
17272,*c1ccc(CCl)c(N2C(=O)c3cc(Cl)c4c5c(Cl)cc6c7c(cc(Cl)c(c8c(Cl)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,366.49728
17281,*c1ccc(CCl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,386.95084
17282,*c1ccc(CCl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,382.10373
17287,*c1ccc(CCl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,387.1413
17289,*c1ccc(CCl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,382.81607
17294,*c1ccc(CCl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C4CCCCCC43[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,351.12552
17301,*c1ccc(CCl)c(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,369.51904
17303,*c1ccc(CCl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,387.86484
17305,*c1ccc(CCl)c(N2C(=O)c3cc(Br)c4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,367.92493
17307,*c1ccc(CCl)c(N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)c1,375.70648
17310,*c1ccc(CCl)c(N2C(=O)c3ccc(N=Nc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,354.49246
17327,*c1ccc(CCl)c(N2C(=O)c3ccc4c5ccc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,387.49753
17328,*c1ccc(CCl)c(N2C(=O)c3cc4c(cc3C2=O)C(C)(C)CC2(CC(C)(C)c3cc5c(cc3O2)C(=O)N(*)C5=O)O4)c1,356.63455
17337,*c1ccc(CCl)c(N2C(=O)c3ccc4c5c(-n6c7ccccc7c7ccccc76)cc6c7c(ccc(c8c(-n9c%10ccccc%10c%10ccccc%109)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,359.65286
17341,*c1ccc(CCl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,383.1553
17346,*c1ccc(CCl)c(N2C(=O)c3ccc4c5c(N(C)C)cc6c7c(ccc(c8c(N(C)C)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,365.71164
17357,*c1ccc(CCl)c(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)N(*)C4=O)c1,368.1547
17360,*c1ccc(CCl)c(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,368.34564
17361,*c1ccc(CCl)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1,387.7709
17378,*c1ccc(CCl)c(N2C(=O)c3ccc4c5c(-c6ccc([N+](=O)[O-])cc6)cc6c7c(ccc(c8c(-c9ccc([N+](=O)[O-])cc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,353.9323
17379,*c1ccc(CCl)c(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,398.96555
17382,*c1ccc(CCl)c(N(C(=O)C=CC(=O)O)C(=O)c2cc(C(=O)N(*)C(=O)C=CC(=O)O)c(C(=O)O)cc2C(=O)O)c1,356.56274
17400,*c1ccc(CCl)c(N2C(=O)c3c(Br)c(Br)c4c5c(Br)c(Br)c6c7c(c(Br)c(Br)c(c8c(Br)c(Br)c(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,368.53616
17410,*c1ccc(CCl)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,354.57602
17415,*c1ccc(CCl)c(N2C(=O)c3cccc(-c4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)c1,356.38434
17426,*c1ccc(CCl)c(N2C(=O)c3ccc4c5c(Br)cc6c7c(ccc(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1,367.844
17428,*c1ccc(CCl)c(N2C(=O)c3cccc(-c4cccc5c4C(=O)N(*)C5=O)c3C2=O)c1,357.7706
17433,*c1ccc(CCl)c(N2C(=O)c3ccc4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c1,374.5668
17449,*c1ccc(CCl)c(N2C(=O)c3cc(Br)c4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c1,373.49246
17849,*c1c(C)cc(C)c(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(*)C4=O)c1C,392.08035
17850,*c1c(C)cc(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,384.5682
17851,*c1c(C)cc(C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,390.92532
17854,*c1c(C)cc(C)c(N2C(=O)c3cc(Cl)c4c5c(Cl)cc6c7c(cc(Cl)c(c8c(Cl)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,398.37582
17863,*c1c(C)cc(C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,393.06522
17864,*c1c(C)cc(C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,390.00894
17866,*c1c(C)cc(C)c(N2C(=O)C3=CC45C(=O)N(*)C(=O)C46C=C(C2=O)C3(C)C56C)c1C,378.941
17869,*c1c(C)cc(C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,390.37915
17870,*c1c(C)cc(C)c(N(C(=O)c2ccccc2C(=O)O)C(=O)c2ccccc2C(=O)N(*)C(=O)c2ccccc2C(=O)O)c1C,388.72046
17871,*c1c(C)cc(C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,380.91537
17879,*c1c(C)cc(C)c(N2C(=O)c3ccc4c5c(N(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(N(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,372.53027
17883,*c1c(C)cc(C)c(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,395.65903
17885,*c1c(C)cc(C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,389.23013
17887,*c1c(C)cc(C)c(N2C(=O)c3cc(Br)c4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,398.55664
17889,*c1c(C)cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)c1C,397.4445
17892,*c1c(C)cc(C)c(N2C(=O)c3ccc(N=Nc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,402.58197
17897,*c1c(C)cc(C)c(N2C(=O)c3cc4c(cc3C2=O)Oc2cc3c(cc2C4)C(=O)N(*)C3=O)c1C,370.35687
17899,*c1c(C)cc(C)c(N(C(=O)N/C=C/NC(=O)N(*)C(=O)c2ccc(C)cc2)C(=O)c2ccc(C)cc2)c1C,384.67746
17909,*c1c(C)cc(C)c(N2C(=O)c3ccc4c5ccc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,416.6091
17910,*c1c(C)cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C(C)(C)CC2(CC(C)(C)c3cc5c(cc3O2)C(=O)N(*)C5=O)O4)c1C,369.20093
17912,*c1c(C)cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(C)c3ccccc3C4(C)c3cc4c(cc32)C(=O)N(*)C4=O)c1C,388.62067
17919,*c1c(C)cc(C)c(N2C(=O)c3ccc4c5c(-n6c7ccccc7c7ccccc76)cc6c7c(ccc(c8c(-n9c%10ccccc%10c%10ccccc%109)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,383.11444
17923,*c1c(C)cc(C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,388.37393
17928,*c1c(C)cc(C)c(N2C(=O)c3ccc4c5c(N(C)C)cc6c7c(ccc(c8c(N(C)C)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,398.05142
17931,*c1c(C)cc(C)c(N2C(=O)c3ccc4c5c(C#CC(c6ccccc6)(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,370.835
17934,*c1c(C)cc(C)c(N2C(=O)c3ccc4ccccc4c3-c3c(ccc4ccccc34)C(=O)N(*)C(=O)c3ccc4ccccc4c3-c3c(ccc4ccccc34)C2=O)c1C,353.70758
17937,*c1c(C)cc(C)c(N2C(=O)c3cc(C#CC(c4ccccc4)(c4ccccc4)c4ccccc4)c4c5ccc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,371.71103
17939,*c1c(C)cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)N(*)C4=O)c1C,373.75775
17942,*c1c(C)cc(C)c(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,394.5908
17943,*c1c(C)cc(C)c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c1C,391.01022
17960,*c1c(C)cc(C)c(N2C(=O)c3ccc4c5c(-c6ccc([N+](=O)[O-])cc6)cc6c7c(ccc(c8c(-c9ccc([N+](=O)[O-])cc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,391.71622
17961,*c1c(C)cc(C)c(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,422.14438
17962,*c1c(C)cc(C)c(N2C(=O)c3ccc(C(OC(=O)NC(=O)C(=C)C)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,375.5352
17964,*c1c(C)cc(C)c(N(C(=O)C=CC(=O)O)C(=O)c2cc(C(=O)N(*)C(=O)C=CC(=O)O)c(C(=O)O)cc2C(=O)O)c1C,402.0865
17968,*c1c(C)cc(C)c(N2C(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,372.82422
17982,*c1c(C)cc(C)c(N2C(=O)c3c(Br)c(Br)c4c5c(Br)c(Br)c6c7c(c(Br)c(Br)c(c8c(Br)c(Br)c(c3c48)C2=O)c75)C(=O)N(*)C6=O)c1C,394.98996
