,Smiles,pred_new
141917,*c1c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c(C)c2ccccc2c1C,381.96384
141922,*c1c(N2C(=O)c3ccc4c5c(N(C)C)cc6c7c(ccc(c8c(N(C)C)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c(C)c2ccccc2c1C,383.7841
141925,*c1c(N2C(=O)c3ccc4c5c(C#CC(c6ccccc6)(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c(C)c2ccccc2c1C,389.4761
141928,*c1c(N2C(=O)c3ccc4ccccc4c3-c3c(ccc4ccccc34)C(=O)N(*)C(=O)c3ccc4ccccc4c3-c3c(ccc4ccccc34)C2=O)c(C)c2ccccc2c1C,370.2284
141931,*c1c(N2C(=O)c3cc(C#CC(c4ccccc4)(c4ccccc4)c4ccccc4)c4c5ccc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c(C)c2ccccc2c1C,390.34302
141933,*c1c(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)N(*)C4=O)c(C)c2ccccc2c1C,389.42065
141936,*c1c(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c(C)c2ccccc2c1C,381.96082
141937,*c1c(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c(C)c2ccccc2c1C,382.62534
141954,*c1c(N2C(=O)c3ccc4c5c(-c6ccc([N+](=O)[O-])cc6)cc6c7c(ccc(c8c(-c9ccc([N+](=O)[O-])cc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c(C)c2ccccc2c1C,374.44998
141955,*c1c(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c(C)c2ccccc2c1C,399.48425
141956,*c1c(N2C(=O)c3ccc(C(OC(=O)NC(=O)C(=C)C)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c2ccccc2c1C,371.11667
141958,*c1c(N(C(=O)C=CC(=O)O)C(=O)c2cc(C(=O)N(*)C(=O)C=CC(=O)O)c(C(=O)O)cc2C(=O)O)c(C)c2ccccc2c1C,386.66226
141962,*c1c(N2C(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c2ccccc2c1C,384.2208
141976,*c1c(N2C(=O)c3c(Br)c(Br)c4c5c(Br)c(Br)c6c7c(c(Br)c(Br)c(c8c(Br)c(Br)c(c3c48)C2=O)c75)C(=O)N(*)C6=O)c(C)c2ccccc2c1C,373.76828
141985,*c1c(N2C(=O)c3cc4cc5c(cc4cc3C2=O)Cc2cc3cc4c(cc3cc2C5)C(=O)N(*)C4=O)c(C)c2ccccc2c1C,354.78738
141986,*c1c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c2ccccc2c1C,387.14807
141987,*c1c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c2ccccc2c1C,381.9742
141991,*c1c(N2C(=O)c3cccc(-c4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)c(C)c2ccccc2c1C,386.5204
141993,*c1c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c2ccccc2c1C,368.06827
142002,*c1c(N2C(=O)c3ccc4c5c(Br)cc6c7c(ccc(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c(C)c2ccccc2c1C,380.78323
142003,*c1c(N2C(=O)c3ccc(Cc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c2ccccc2c1C,352.25113
142004,*c1c(N2C(=O)c3cccc(-c4cccc5c4C(=O)N(*)C5=O)c3C2=O)c(C)c2ccccc2c1C,383.9683
142006,*c1c(N(C(C)=O)C(=O)c2ccc(C(=O)N(*)C(C)=O)cc2)c(C)c2ccccc2c1C,354.8572
142009,*c1c(N2C(=O)c3ccc4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c(C)c2ccccc2c1C,385.6536
142010,*c1c(N2C(=O)c3ccc(C4(c5ccc6c(c5)C(=O)N(*)C6=O)c5ccccc5-c5ccccc54)cc3C2=O)c(C)c2ccccc2c1C,364.58185
142012,*c1c(N2C(=O)c3ccc([13C](=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c2ccccc2c1C,385.94223
142013,*c1c(N2C(=O)c3cc(Oc4ccccc4C)c(-c4cc5c(cc4Oc4ccccc4C)C(=O)N(*)C5=O)cc3C2=O)c(C)c2ccccc2c1C,395.20264
142014,*c1c(N2C(=O)c3cc(Oc4ccccc4C)c(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c2ccccc2c1C,390.24753
142019,*c1c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c2ccccc2c1C,378.4327
142025,*c1c(N2C(=O)c3cc(Br)c4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c(C)c2ccccc2c1C,387.38712
142028,*c1c(N2C(=O)c3cccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)c(C)c2ccccc2c1C,378.74982
142035,*c1c(N2C(=O)c3cc4c(cc3C2=O)C2(C)CCC4(C)c3cc4c(cc32)C(=O)N(*)C4=O)c(C)c2ccccc2c1C,357.07037
143603,*c1ccccc1C1=C(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(=C)CC=C1,362.2842
143604,*c1ccccc1C1=C(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(=C)CC=C1,358.30005
143609,*c1ccccc1C1=C(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(=C)CC=C1,359.53046
143611,*c1ccccc1C1=C(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(=C)CC=C1,356.2513
143625,*c1ccccc1C1=C(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(=C)CC=C1,358.6143
143649,*c1ccccc1C1=C(N2C(=O)c3ccc4c5ccc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)C(=C)CC=C1,356.43417
143663,*c1ccccc1C1=C(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(=C)CC=C1,356.2197
143683,*c1ccccc1C1=C(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)C(=C)CC=C1,359.84488
143701,*c1ccccc1C1=C(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)C(=C)CC=C1,365.45706
143788,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2cc(Cl)c3c4c(Cl)cc5c6c(cc(Cl)c(c7c(Cl)cc(c2c37)C1=O)c64)C(=O)N(*)C5=O,363.55954
143797,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2ccccc2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,377.45117
143798,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C(C)=CC2(c2ccccc2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,371.0285
143803,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2ccco2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,376.72473
143805,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=C(C(C)=O)C2(C)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,371.9642
143817,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2ccc3c4c(Br)cc5c6c(cc(Br)c(c7ccc(c2c37)C1=O)c64)C(=O)N(*)C5=O,366.99216
143819,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(C)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,377.54562
143821,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2cc(Br)c3c4c(Br)cc5c6c(cc(Br)c(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(*)C5=O,365.74454
143843,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2ccc3c4ccc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(*)C5=O,387.22452
143853,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2ccc3c4c(-n5c6ccccc6c6ccccc65)cc5c6c(ccc(c7c(-n8c9ccccc9c9ccccc98)cc(c2c37)C1=O)c64)C(=O)N(*)C5=O,357.7901
143857,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C(C)=CC2(c2cccs2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,370.93314
143862,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2ccc3c4c(N(C)C)cc5c6c(ccc(c7c(N(C)C)cc(c2c37)C1=O)c64)C(=O)N(*)C5=O,361.46774
143876,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2ccc3c4c(Br)cc5c6c(cc(Br)c(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(*)C5=O,361.99036
143877,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2cccs2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21,377.39386
143894,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2ccc3c4c(-c5ccc([N+](=O)[O-])cc5)cc5c6c(ccc(c7c(-c8ccc([N+](=O)[O-])cc8)cc(c2c37)C1=O)c64)C(=O)N(*)C5=O,354.03488
143895,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2cnc3c4ncc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(*)C5=O,401.1412
143942,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2ccc3c4c(Br)cc5c6c(ccc(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(*)C5=O,351.8785
143949,*C(c1cc(Cl)cc(Cl)c1Cl)N1C(=O)c2ccc3c4c(cc(Br)c(c24)C1=O)C(=O)N(*)C3=O,356.53262
143977,*c1ccc(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(*)C4=O)c2cccnc12,384.14478
143978,*c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c2cccnc12,372.9479
143979,*c1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,382.31332
143982,*c1ccc(N2C(=O)c3cc(Cl)c4c5c(Cl)cc6c7c(cc(Cl)c(c8c(Cl)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,390.59796
143991,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c2cccnc12,398.8157
143992,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3ccccc3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c2cccnc12,398.5194
143994,*c1ccc(N2C(=O)C3=CC45C(=O)N(*)C(=O)C46C=C(C2=O)C3(C)C56C)c2cccnc12,388.15775
143997,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3ccco3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c2cccnc12,396.1315
143998,*c1ccc(N(C(=O)c2ccccc2C(=O)O)C(=O)c2ccccc2C(=O)N(*)C(=O)c2ccccc2C(=O)O)c2cccnc12,377.2277
143999,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=C(C(C)=O)C3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c2cccnc12,389.1956
144007,*c1ccc(N2C(=O)c3ccc4c5c(N(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(N(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,363.51266
144011,*c1ccc(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,384.4972
144013,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(C)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c2cccnc12,396.54517
144015,*c1ccc(N2C(=O)c3cc(Br)c4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,391.3393
144017,*c1ccc(N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)c2cccnc12,392.31717
144020,*c1ccc(N2C(=O)c3ccc(N=Nc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c2cccnc12,391.64203
144025,*c1ccc(N2C(=O)c3cc4c(cc3C2=O)Oc2cc3c(cc2C4)C(=O)N(*)C3=O)c2cccnc12,359.25986
144027,*c1ccc(N(C(=O)N/C=C/NC(=O)N(*)C(=O)c2ccc(C)cc2)C(=O)c2ccc(C)cc2)c2cccnc12,374.53598
144037,*c1ccc(N2C(=O)c3ccc4c5ccc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,405.71085
144038,*c1ccc(N2C(=O)c3cc4c(cc3C2=O)C(C)(C)CC2(CC(C)(C)c3cc5c(cc3O2)C(=O)N(*)C5=O)O4)c2cccnc12,361.2853
144040,*c1ccc(N2C(=O)c3cc4c(cc3C2=O)C2(C)c3ccccc3C4(C)c3cc4c(cc32)C(=O)N(*)C4=O)c2cccnc12,379.05392
144047,*c1ccc(N2C(=O)c3ccc4c5c(-n6c7ccccc7c7ccccc76)cc6c7c(ccc(c8c(-n9c%10ccccc%10c%10ccccc%109)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,374.0198
144051,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C(C)=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c2cccnc12,396.87952
144056,*c1ccc(N2C(=O)c3ccc4c5c(N(C)C)cc6c7c(ccc(c8c(N(C)C)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,388.82205
144059,*c1ccc(N2C(=O)c3ccc4c5c(C#CC(c6ccccc6)(c6ccccc6)c6ccccc6)cc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,361.71
144065,*c1ccc(N2C(=O)c3cc(C#CC(c4ccccc4)(c4ccccc4)c4ccccc4)c4c5ccc6c7c(ccc(c8c(C#CC(c9ccccc9)(c9ccccc9)c9ccccc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,361.613
144067,*c1ccc(N2C(=O)c3cc4c(cc3C2=O)C2(C(C)C)c3ccccc3C4(C(C)C)c3cc4c(cc32)C(=O)N(*)C4=O)c2cccnc12,379.12827
144070,*c1ccc(N2C(=O)c3ccc4c5c(Br)cc6c7c(cc(Br)c(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,385.26334
144071,*c1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2(NC(=O)c4ccccc4)C=CC3(c3cccs3)[C@@H]3C(=O)N(*)C(=O)[C@@H]32)c2cccnc12,396.76242
144088,*c1ccc(N2C(=O)c3ccc4c5c(-c6ccc([N+](=O)[O-])cc6)cc6c7c(ccc(c8c(-c9ccc([N+](=O)[O-])cc9)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,382.227
144089,*c1ccc(N2C(=O)c3cnc4c5ncc6c7c(cnc(c8ncc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,419.64868
144090,*c1ccc(N2C(=O)c3ccc(C(OC(=O)NC(=O)C(=C)C)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c2cccnc12,357.45337
144092,*c1ccc(N(C(=O)C=CC(=O)O)C(=O)c2cc(C(=O)N(*)C(=O)C=CC(=O)O)c(C(=O)O)cc2C(=O)O)c2cccnc12,395.65366
144096,*c1ccc(N2C(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c2cccnc12,366.02017
144110,*c1ccc(N2C(=O)c3c(Br)c(Br)c4c5c(Br)c(Br)c6c7c(c(Br)c(Br)c(c8c(Br)c(Br)c(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,389.08612
144120,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c2cccnc12,397.45462
144121,*c1ccc(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c2cccnc12,369.8932
144125,*c1ccc(N2C(=O)c3cccc(-c4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)c2cccnc12,386.7982
144127,*c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c2cccnc12,352.00494
144136,*c1ccc(N2C(=O)c3ccc4c5c(Br)cc6c7c(ccc(c8c(Br)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c2cccnc12,384.11356
144138,*c1ccc(N2C(=O)c3cccc(-c4cccc5c4C(=O)N(*)C5=O)c3C2=O)c2cccnc12,385.4899
144143,*c1ccc(N2C(=O)c3ccc4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c2cccnc12,395.0121
144146,*c1ccc(N2C(=O)c3ccc([13C](=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c2cccnc12,372.9479
144147,*c1ccc(N2C(=O)c3cc(Oc4ccccc4C)c(-c4cc5c(cc4Oc4ccccc4C)C(=O)N(*)C5=O)cc3C2=O)c2cccnc12,362.5741
144148,*c1ccc(N2C(=O)c3cc(Oc4ccccc4C)c(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c2cccnc12,360.83957
144153,*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c2cccnc12,369.08444
144159,*c1ccc(N2C(=O)c3cc(Br)c4c5c(cc(Br)c(c35)C2=O)C(=O)N(*)C4=O)c2cccnc12,396.7299
144162,*c1ccc(N2C(=O)c3cccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)c3C2=O)c2cccnc12,372.62375
144169,*c1ccc(N2C(=O)c3cc4c(cc3C2=O)C2(C)CCC4(C)c3cc4c(cc32)C(=O)N(*)C4=O)c2cccnc12,353.0806
144185,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(S(=O)(=O)OC(OS(*)(=O)=O)c3ccccc3)C(=O)[C@@H]21,366.55893
144186,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccccc3)C=C(C)C2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(S(=O)(=O)OC(OS(*)(=O)=O)c3ccccc3)C(=O)[C@@H]21,360.50827
144191,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3ccco3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(S(=O)(=O)OC(OS(*)(=O)=O)c3ccccc3)C(=O)[C@@H]21,366.47238
144193,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C(C(C)=O)=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(S(=O)(=O)OC(OS(*)(=O)=O)c3ccccc3)C(=O)[C@@H]21,355.12314
144207,*N1C(=O)[C@H]2[C@@H](C1=O)C1(C)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(S(=O)(=O)OC(OS(*)(=O)=O)c3ccccc3)C(=O)[C@@H]21,361.68045
144211,*N1C(=O)c2cc3c(cc2C1=O)C(C(F)(F)F)(C(F)(F)F)c1cc2c(cc1O3)C(=O)N(S(=O)(=O)OC(OS(*)(=O)=O)c1ccccc1)C2=O,352.00974
144245,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=C(C)C2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(S(=O)(=O)OC(OS(*)(=O)=O)c3ccccc3)C(=O)[C@@H]21,360.8245
144261,*N1C(=O)c2cc3c(cc2C1=O)C1(C(C)C)c2ccccc2C3(C(C)C)c2cc3c(cc21)C(=O)N(S(=O)(=O)OC(OS(*)(=O)=O)c1ccccc1)C3=O,352.3884
144265,*N1C(=O)[C@H]2[C@@H](C1=O)C1(c3cccs3)C=CC2(NC(=O)c2ccccc2)[C@@H]2C(=O)N(S(=O)(=O)OC(OS(*)(=O)=O)c3ccccc3)C(=O)[C@@H]21,366.54782
144283,*N1C(=O)c2cnc3c4ncc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(S(=O)(=O)OC(OS(*)(=O)=O)c1ccccc1)C5=O,351.5347
144961,*C1C2CC3CC(C2)CC1(N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c4ccccc4)C=CC2(c2ccccc2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)C3,364.85284
144962,*C1C2CC3CC(C2)CC1(N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c4ccccc4)C(C)=CC2(c2ccccc2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)C3,360.33798
144967,*C1C2CC3CC(C2)CC1(N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c4ccccc4)C=CC2(c2ccco2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)C3,362.00217
144969,*C1C2CC3CC(C2)CC1(N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c4ccccc4)C=C(C(C)=O)C2(C)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)C3,357.45758
144981,*C1C2CC3CC(C2)CC1(N1C(=O)c2ccc4c5c(Br)cc6c7c(cc(Br)c(c8ccc(c2c48)C1=O)c75)C(=O)N(*)C6=O)C3,352.2232
144983,*C1C2CC3CC(C2)CC1(N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c4ccccc4)C=CC2(C)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)C3,364.1203
145007,*C1C2CC3CC(C2)CC1(N1C(=O)c2ccc4c5ccc6c7c(cnc(c8ncc(c2c48)C1=O)c75)C(=O)N(*)C6=O)C3,365.58932
145021,*C1C2CC3CC(C2)CC1(N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c4ccccc4)C(C)=CC2(c2cccs2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)C3,358.18304
145026,*C1C2CC3CC(C2)CC1(N1C(=O)c2ccc4c5c(N(C)C)cc6c7c(ccc(c8c(N(C)C)cc(c2c48)C1=O)c75)C(=O)N(*)C6=O)C3,351.34348
145041,*C1C2CC3CC(C2)CC1(N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c4ccccc4)C=CC2(c2cccs2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)C3,362.28278
145058,*C1C2CC3CC(C2)CC1(N1C(=O)c2ccc4c5c(-c6ccc([N+](=O)[O-])cc6)cc6c7c(ccc(c8c(-c9ccc([N+](=O)[O-])cc9)cc(c2c48)C1=O)c75)C(=O)N(*)C6=O)C3,350.19272
145059,*C1C2CC3CC(C2)CC1(N1C(=O)c2cnc4c5ncc6c7c(cnc(c8ncc(c2c48)C1=O)c75)C(=O)N(*)C6=O)C3,372.8939
146125,*C(CC(c1ccccc1)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2ccccc2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)c1ccccc1,355.29074
146131,*C(CC(c1ccccc1)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2ccco2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)c1ccccc1,355.1912
146185,*C(CC(c1ccccc1)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C(C)=CC2(c2cccs2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)c1ccccc1,350.22635
146205,*C(CC(c1ccccc1)N1C(=O)[C@H]2[C@@H](C1=O)C1(NC(=O)c3ccccc3)C=CC2(c2cccs2)[C@@H]2C(=O)N(*)C(=O)[C@@H]21)c1ccccc1,355.34372
146223,*C(CC(c1ccccc1)N1C(=O)c2cnc3c4ncc5c6c(cnc(c7ncc(c2c37)C1=O)c64)C(=O)N(*)C5=O)c1ccccc1,355.53107
146305,*c1c(C)c(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(*)C4=O)c(C)c2ccccc12,392.1963
146306,*c1c(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c2ccccc12,395.59235
146307,*c1c(C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c(C)c2ccccc12,386.58975
146310,*c1c(C)c(N2C(=O)c3cc(Cl)c4c5c(Cl)cc6c7c(cc(Cl)c(c8c(Cl)cc(c3c48)C2=O)c75)C(=O)N(*)C6=O)c(C)c2ccccc12,392.3523
